sales_rank,product_id,recent_month_sale,rating_rank,rating,price_range_id,availability_id,is_fba,is_prime,condition_id,leaf_category
502,518,0,346,4.3,5.0,1,0,0,3.0,12.0
181,519,100,607,4.4,5.0,1,1,1,1.0,13.0
624,520,0,545,4.2,6.0,1,0,0,1.0,13.0
152,521,100,302,4.3,4.0,1,0,0,1.0,14.0
249,522,50,297,4.3,3.0,1,0,0,1.0,14.0
325,523,50,766,4.2,3.0,1,0,0,1.0,14.0
52,524,500,350,4.5,4.0,1,1,1,1.0,14.0
818,525,0,813,5.0,5.0,1,0,0,1.0,14.0
845,526,0,841,5.0,6.0,1,0,0,1.0,14.0
639,527,0,566,4.4,5.0,1,0,0,1.0,14.0
640,528,0,567,4.4,5.0,1,0,0,1.0,14.0
641,529,0,568,4.4,6.0,1,0,0,1.0,14.0
836,530,0,832,5.0,6.0,1,0,0,1.0,14.0
238,531,50,236,4.5,6.0,1,0,0,1.0,13.0
713,532,0,685,4.3,5.0,1,0,0,1.0,13.0
714,533,0,686,4.3,5.0,1,0,0,1.0,13.0
715,534,0,687,4.3,5.0,1,0,0,1.0,13.0
318,535,50,684,4.3,5.0,1,0,0,1.0,13.0
829,536,0,824,4.2,,2,0,1,,13.0
698,537,0,661,4.5,,2,0,1,,1.0
112,538,200,521,4.4,5.0,1,0,0,,13.0
901,539,0,899,5.0,,2,0,1,,14.0
628,540,0,551,4.2,5.0,1,1,1,1.0,13.0
294,541,50,550,4.2,6.0,1,0,0,1.0,13.0
20,542,1000,129,4.2,5.0,1,0,0,3.0,14.0
114,543,200,537,4.3,6.0,1,1,1,1.0,1.0
309,544,50,652,4.0,5.0,1,1,1,1.0,1.0
456,545,0,244,4.3,,2,0,1,,13.0
146,546,100,243,4.3,5.0,1,1,1,1.0,13.0
749,547,0,726,4.0,,2,0,1,,1.0
849,548,0,845,4.3,,2,0,1,,14.0
764,549,0,745,3.6,6.0,1,0,0,1.0,13.0
911,550,0,909,5.0,,2,0,1,,14.0
193,551,100,724,3.9,4.0,1,1,1,1.0,13.0
722,552,0,695,4.4,5.0,1,0,0,1.0,1.0
723,553,0,696,4.4,6.0,1,0,0,1.0,1.0
798,554,0,790,3.2,,2,0,1,,13.0
186,555,100,627,4.0,5.0,1,1,1,1.0,13.0
918,556,0,917,4.0,,2,0,1,,13.0
903,557,0,901,5.0,,2,0,1,,14.0
832,558,0,827,5.0,,2,0,1,,14.0
876,559,0,872,3.6,,2,0,1,,14.0
816,560,0,811,4.7,,2,0,1,,14.0
65,561,400,207,4.8,6.0,1,1,1,1.0,14.0
41,562,500,208,4.8,6.0,1,1,1,1.0,14.0
141,563,100,202,4.8,6.0,1,1,1,1.0,14.0
236,564,50,213,4.8,6.0,1,0,0,1.0,14.0
143,565,100,212,4.8,6.0,1,0,0,1.0,14.0
77,566,300,211,4.8,6.0,1,1,1,1.0,14.0
142,567,100,210,4.8,6.0,1,1,1,,14.0
662,568,0,599,4.2,,2,0,1,,1.0
76,569,300,209,4.8,6.0,1,1,1,1.0,14.0
834,570,0,829,3.7,,2,0,1,,1.0
434,571,0,206,4.8,6.0,1,1,1,1.0,14.0
432,572,0,204,4.8,6.0,1,1,1,1.0,14.0
430,573,0,201,4.8,6.0,1,1,1,1.0,14.0
429,574,0,200,4.8,6.0,1,1,1,1.0,14.0
431,575,0,203,4.8,6.0,1,1,1,1.0,14.0
433,576,0,205,4.8,6.0,1,1,1,1.0,14.0
904,577,0,902,5.0,,2,0,1,,14.0
949,578,0,949,0.0,,2,0,1,,13.0
645,579,0,573,4.4,5.0,1,0,0,1.0,14.0
835,580,0,831,4.0,,2,0,1,,1.0
644,581,0,572,4.4,5.0,1,0,0,1.0,14.0
324,582,50,744,4.1,,2,0,1,,1.0
870,583,0,866,5.0,,2,0,1,,14.0
869,584,0,865,5.0,,2,0,1,,14.0
802,585,0,795,4.5,,3,0,1,,1.0
678,586,0,632,4.1,5.0,1,0,0,8.0,1.0
118,587,200,626,4.1,6.0,1,1,1,1.0,13.0
820,588,0,815,3.3,,2,0,1,,13.0
646,589,0,574,4.4,5.0,1,0,0,1.0,13.0
307,590,50,629,4.4,6.0,1,0,0,1.0,13.0
609,591,0,519,3.6,6.0,1,1,1,1.0,13.0
907,592,0,905,5.0,,2,0,1,,13.0
900,593,0,898,5.0,,2,0,1,,13.0
910,594,0,908,5.0,,2,0,1,,13.0
937,595,0,936,0.0,,2,0,1,,13.0
914,596,0,912,5.0,,2,0,1,,14.0
25,597,1000,332,4.3,4.0,1,1,1,1.0,14.0
298,598,50,577,4.4,5.0,1,0,0,1.0,13.0
647,599,0,578,3.8,5.0,1,1,1,1.0,13.0
770,600,0,752,4.2,6.0,1,0,0,1.0,1.0
768,601,0,750,4.2,6.0,1,0,0,1.0,1.0
766,602,0,748,4.2,6.0,1,0,0,1.0,1.0
765,603,0,747,4.2,6.0,1,0,0,1.0,1.0
767,604,0,749,4.2,5.0,1,0,0,1.0,1.0
769,605,0,751,4.2,6.0,1,0,0,1.0,1.0
864,606,0,860,5.0,,2,0,1,,13.0
401,607,0,148,4.5,5.0,1,0,0,1.0,13.0
682,608,0,636,4.1,,2,0,1,,13.0
858,609,0,854,3.7,,2,0,1,,13.0
861,610,0,857,3.2,,2,0,1,,13.0
277,611,50,431,4.5,5.0,1,0,0,1.0,14.0
163,612,100,430,4.5,5.0,1,0,0,1.0,14.0
82,613,300,429,4.5,4.0,1,0,0,1.0,14.0
115,614,200,556,4.4,5.0,1,1,1,1.0,13.0
162,615,100,425,4.3,6.0,1,1,1,1.0,13.0
107,616,200,330,4.4,6.0,1,1,1,1.0,14.0
452,617,0,237,4.5,,2,0,1,,13.0
453,618,0,238,4.5,,2,0,1,,13.0
450,619,0,234,4.5,6.0,1,0,0,1.0,13.0
451,620,0,235,4.5,6.0,1,0,0,1.0,13.0
931,621,0,930,0.0,6.0,1,0,0,1.0,14.0
638,622,0,565,4.4,6.0,1,0,0,1.0,14.0
637,623,0,564,4.4,,3,0,1,,14.0
642,624,0,569,4.4,6.0,1,0,0,1.0,14.0
710,625,0,681,3.9,5.0,1,1,1,1.0,13.0
57,626,500,396,4.4,5.0,1,1,1,1.0,14.0
53,627,500,356,4.4,5.0,1,1,1,1.0,14.0
929,628,0,928,0.0,,2,0,1,,14.0
928,629,0,927,0.0,,2,0,1,,14.0
664,630,0,603,4.5,,2,0,1,,1.0
178,631,100,595,4.3,5.0,1,1,1,1.0,13.0
623,632,0,544,4.2,5.0,1,1,1,1.0,13.0
293,633,50,547,4.2,6.0,1,0,0,1.0,13.0
625,634,0,546,4.2,6.0,1,0,0,1.0,13.0
843,635,0,839,5.0,6.0,1,0,0,1.0,1.0
844,636,0,840,5.0,6.0,1,0,0,1.0,1.0
839,637,0,835,5.0,,3,0,1,,1.0
748,638,0,725,4.0,5.0,1,1,1,1.0,13.0
333,639,50,810,4.3,5.0,1,1,1,1.0,1.0
17,640,1000,55,4.8,5.0,1,1,1,1.0,12.0
16,641,1000,54,4.8,5.0,1,1,1,1.0,12.0
93,642,200,53,4.8,5.0,1,1,1,1.0,12.0
203,643,50,52,4.8,5.0,1,1,1,1.0,12.0
359,644,0,45,4.8,6.0,1,1,1,1.0,12.0
92,645,200,51,4.8,5.0,1,1,1,1.0,12.0
10,646,2000,50,4.8,5.0,1,1,1,1.0,12.0
361,647,0,48,4.8,6.0,1,1,1,1.0,12.0
360,648,0,47,4.8,5.0,1,1,1,1.0,12.0
61,649,400,46,4.8,5.0,1,1,1,1.0,12.0
125,650,100,49,4.8,5.0,1,1,1,1.0,12.0
362,651,0,56,4.8,5.0,1,1,1,1.0,12.0
15,652,1000,44,4.8,5.0,1,1,1,1.0,12.0
198,653,100,781,4.0,5.0,1,1,1,1.0,13.0
508,654,0,366,4.6,5.0,1,0,0,5.0,12.0
462,655,0,251,4.2,5.0,1,0,0,1.0,14.0
443,656,0,227,4.1,5.0,1,0,0,1.0,14.0
439,657,0,222,4.1,5.0,1,0,0,1.0,14.0
460,658,0,249,4.2,5.0,1,0,0,1.0,14.0
400,659,0,147,4.5,,3,0,1,,13.0
399,660,0,146,4.5,6.0,1,0,0,1.0,13.0
398,661,0,145,4.5,5.0,1,0,0,1.0,13.0
225,662,50,144,4.5,5.0,1,0,0,1.0,13.0
51,663,500,329,4.4,6.0,1,0,0,1.0,14.0
102,664,200,259,4.4,5.0,1,0,0,1.0,14.0
887,665,0,885,5.0,,2,0,1,,14.0
672,666,0,618,4.4,6.0,1,0,0,1.0,13.0
878,667,0,874,4.5,6.0,1,0,0,1.0,13.0
279,668,50,443,3.7,5.0,1,1,1,1.0,13.0
319,669,50,693,4.1,6.0,1,0,0,1.0,13.0
707,670,0,675,4.0,6.0,1,0,0,1.0,1.0
703,671,0,671,4.0,6.0,1,0,0,,1.0
332,672,50,803,4.1,6.0,1,0,0,1.0,13.0
809,673,0,802,4.1,5.0,1,0,0,1.0,13.0
701,674,0,668,4.2,5.0,1,0,0,1.0,13.0
700,675,0,667,4.2,5.0,1,0,0,1.0,13.0
120,676,200,666,4.2,5.0,1,0,0,,13.0
109,677,200,394,4.5,5.0,1,0,0,1.0,13.0
627,678,0,549,4.2,6.0,1,0,0,1.0,13.0
915,679,0,913,5.0,5.0,1,0,0,1.0,14.0
888,680,0,886,5.0,,2,0,1,,14.0
312,681,50,655,5.0,5.0,1,0,0,3.0,12.0
920,682,0,919,1.0,,2,0,1,,1.0
659,683,0,593,4.3,6.0,1,1,1,1.0,13.0
287,684,50,511,4.6,4.0,1,0,0,3.0,12.0
86,685,300,513,4.6,5.0,1,0,0,3.0,12.0
604,686,0,510,4.6,4.0,1,0,0,3.0,12.0
606,687,0,514,4.6,5.0,1,0,0,4.0,12.0
85,688,300,505,4.6,4.0,1,0,0,3.0,12.0
600,689,0,502,4.6,,3,0,1,,12.0
285,690,50,495,4.6,4.0,1,0,0,3.0,12.0
595,691,0,496,4.6,5.0,1,0,0,3.0,12.0
596,692,0,497,4.6,4.0,1,0,0,3.0,12.0
597,693,0,499,4.6,5.0,1,0,0,3.0,12.0
598,694,0,500,4.6,5.0,1,0,0,3.0,12.0
599,695,0,501,4.6,5.0,1,0,0,3.0,12.0
69,696,400,509,4.6,4.0,1,1,0,3.0,12.0
594,697,0,494,4.6,5.0,1,0,0,3.0,12.0
68,698,400,506,4.6,4.0,1,1,0,3.0,12.0
171,699,100,508,4.6,4.0,1,0,0,3.0,12.0
603,700,0,507,4.6,5.0,1,0,0,4.0,12.0
605,701,0,512,4.6,4.0,1,0,0,3.0,12.0
286,702,50,498,4.6,4.0,1,0,0,3.0,12.0
602,703,0,504,4.6,5.0,1,0,0,3.0,12.0
601,704,0,503,4.6,5.0,1,0,0,3.0,12.0
880,705,0,876,2.9,,2,0,1,,1.0
881,706,0,877,2.9,,2,0,1,,1.0
882,707,0,878,2.9,,2,0,1,,1.0
879,708,0,875,2.9,,2,0,1,,1.0
883,709,0,879,2.9,,2,0,1,,1.0
895,710,0,893,5.0,,2,0,1,,14.0
239,711,50,242,4.6,,2,0,1,,1.0
650,712,0,582,4.0,5.0,1,0,0,3.0,13.0
189,713,100,662,4.4,,3,0,1,,13.0
782,714,0,765,4.2,6.0,1,0,0,1.0,1.0
36,715,500,141,4.2,5.0,1,1,1,1.0,10.0
28,716,1000,452,4.6,4.0,1,0,0,5.0,12.0
686,717,0,641,4.2,4.0,1,0,0,8.0,1.0
323,718,50,732,4.2,,3,0,1,,13.0
58,719,500,453,4.6,4.0,1,0,0,4.0,12.0
467,840,0,257,4.2,5.0,1,0,0,1.0,14.0
442,841,0,226,4.1,5.0,1,0,0,1.0,14.0
438,842,0,221,4.1,4.0,1,0,0,1.0,14.0
441,843,0,225,4.1,4.0,1,0,0,1.0,14.0
459,844,0,248,4.2,4.0,1,0,0,1.0,14.0
465,845,0,255,4.2,4.0,1,0,0,1.0,14.0
464,846,0,254,4.2,5.0,1,0,0,1.0,14.0
237,847,50,224,4.1,5.0,1,0,0,1.0,14.0
463,848,0,253,4.2,4.0,1,0,0,1.0,14.0
440,849,0,223,4.1,4.0,1,0,0,1.0,14.0
296,850,50,555,4.4,6.0,1,1,1,1.0,13.0
144,851,100,216,4.2,5.0,1,1,1,1.0,13.0
666,852,0,606,4.4,5.0,1,1,1,1.0,13.0
320,853,50,719,4.4,,3,0,1,,1.0
760,854,0,740,3.9,6.0,1,0,0,1.0,1.0
759,855,0,739,3.9,6.0,1,0,0,1.0,1.0
761,856,0,741,3.9,6.0,1,0,0,1.0,1.0
939,857,0,939,0.0,4.0,1,0,0,1.0,14.0
338,858,50,938,0.0,3.0,1,0,0,1.0,14.0
954,859,0,954,0.0,,2,0,1,,14.0
337,860,50,916,4.0,,2,0,1,,14.0
830,861,0,825,5.0,3.0,1,0,0,1.0,14.0
938,862,0,937,0.0,3.0,1,0,0,1.0,14.0
406,863,0,167,4.1,4.0,1,0,0,1.0,14.0
936,864,0,935,0.0,3.0,1,0,0,1.0,14.0
752,865,0,731,4.2,5.0,1,0,0,1.0,1.0
317,866,50,678,4.2,5.0,1,0,1,1.0,
751,867,0,730,4.2,5.0,1,0,0,1.0,1.0
831,868,0,826,5.0,4.0,1,0,1,1.0,
632,869,0,559,4.5,6.0,1,0,0,1.0,1.0
635,870,0,562,4.5,6.0,1,0,0,1.0,1.0
634,871,0,561,4.5,6.0,1,0,0,1.0,1.0
850,872,0,846,3.2,,2,0,1,,1.0
681,873,0,635,4.3,5.0,1,0,0,1.0,1.0
652,874,0,584,3.5,5.0,1,0,0,1.0,1.0
826,875,0,821,4.1,6.0,1,0,0,1.0,1.0
827,876,0,822,4.1,5.0,1,0,1,1.0,1.0
825,877,0,820,4.1,6.0,1,0,0,1.0,1.0
196,878,100,756,4.6,4.0,1,0,0,1.0,1.0
824,879,0,819,4.1,5.0,1,0,0,1.0,1.0
799,880,0,791,4.0,4.0,1,0,0,1.0,14.0
852,881,0,848,4.0,,2,0,1,,14.0
727,882,0,700,4.6,4.0,1,1,1,1.0,1.0
855,883,0,851,5.0,5.0,1,0,0,1.0,1.0
927,884,0,926,0.0,5.0,1,1,1,1.0,13.0
649,885,0,580,3.6,4.0,1,0,0,8.0,1.0
790,886,0,779,3.8,5.0,1,0,0,1.0,1.0
328,887,50,778,3.8,5.0,1,0,0,1.0,1.0
327,888,50,777,3.8,6.0,1,0,0,1.0,1.0
657,889,0,589,4.7,5.0,1,0,0,1.0,13.0
656,890,0,588,4.7,,3,0,1,,13.0
655,891,0,587,4.7,5.0,1,0,0,1.0,13.0
658,892,0,590,4.7,,3,0,1,,13.0
299,893,50,591,4.7,5.0,1,0,0,1.0,13.0
395,894,0,136,4.6,6.0,1,0,0,1.0,1.0
396,895,0,137,4.6,6.0,1,0,0,1.0,1.0
919,896,0,918,1.0,,2,0,1,,13.0
278,897,50,441,4.3,4.0,1,0,0,1.0,14.0
180,898,100,605,4.4,,2,0,1,,13.0
924,899,0,923,0.0,6.0,1,0,0,1.0,1.0
925,900,0,924,0.0,6.0,1,0,0,1.0,1.0
926,901,0,925,0.0,6.0,1,0,0,1.0,1.0
306,902,50,624,4.1,2.0,1,0,0,8.0,14.0
905,903,0,903,5.0,4.0,1,0,0,1.0,14.0
789,904,0,775,3.6,,3,0,1,,1.0
822,905,0,817,4.1,6.0,1,0,0,1.0,1.0
823,906,0,818,4.1,6.0,1,0,1,1.0,1.0
810,907,0,804,4.4,,3,0,1,,14.0
775,908,0,758,4.2,,2,0,1,,14.0
552,909,0,432,4.5,4.0,1,0,0,1.0,14.0
553,910,0,433,4.5,4.0,1,0,0,1.0,14.0
958,911,0,958,0.0,6.0,1,0,0,1.0,1.0
923,912,0,922,0.0,,2,0,1,,13.0
811,913,0,805,3.7,5.0,1,0,0,1.0,1.0
812,914,0,806,3.7,5.0,1,0,0,1.0,1.0
813,915,0,807,3.7,5.0,1,0,0,1.0,1.0
815,916,0,809,3.7,5.0,1,0,0,1.0,1.0
797,917,0,788,3.8,,2,0,1,,14.0
326,918,50,776,4.8,,2,0,1,,13.0
329,919,50,780,4.6,5.0,1,1,1,1.0,1.0
917,920,0,915,3.0,,2,0,1,,1.0
935,921,0,934,0.0,,2,0,1,,1.0
568,922,0,463,4.0,5.0,1,0,0,1.0,1.0
569,923,0,464,4.0,5.0,1,0,0,1.0,1.0
746,924,0,721,3.9,5.0,1,0,0,1.0,1.0
321,925,50,722,3.9,5.0,1,0,0,1.0,1.0
747,926,0,723,3.9,5.0,1,0,0,1.0,1.0
909,927,0,907,5.0,5.0,1,0,0,8.0,
55,928,500,360,4.7,6.0,1,1,1,1.0,14.0
56,929,500,361,4.7,6.0,1,1,1,1.0,14.0
26,930,1000,362,4.7,6.0,1,1,1,1.0,14.0
27,931,1000,363,4.7,6.0,1,1,1,1.0,14.0
54,932,500,359,4.7,6.0,1,1,1,1.0,14.0
157,933,100,364,4.7,6.0,1,0,0,1.0,14.0
940,934,0,940,0.0,5.0,1,0,0,1.0,13.0
837,935,0,833,5.0,5.0,1,0,0,1.0,13.0
838,936,0,834,5.0,6.0,1,0,0,1.0,13.0
921,937,0,920,1.0,,3,0,1,,13.0
840,938,0,836,5.0,6.0,1,0,0,1.0,13.0
841,939,0,837,5.0,6.0,1,0,0,1.0,13.0
842,940,0,838,5.0,5.0,1,0,0,1.0,13.0
945,941,0,945,0.0,,2,0,1,,14.0
773,942,0,755,4.7,,2,0,1,,14.0
156,943,100,355,4.5,5.0,1,0,0,1.0,1.0
947,944,0,947,0.0,,2,0,1,,14.0
848,945,0,844,4.0,,2,0,1,,14.0
941,946,0,941,0.0,6.0,1,0,0,1.0,1.0
922,947,0,921,1.0,6.0,1,0,0,1.0,1.0
780,948,0,763,4.2,6.0,1,0,0,1.0,1.0
781,949,0,764,4.2,6.0,1,0,0,1.0,1.0
779,950,0,762,4.2,6.0,1,0,0,1.0,1.0
777,951,0,760,4.2,6.0,1,0,0,1.0,1.0
776,952,0,759,4.2,6.0,1,0,0,1.0,1.0
778,953,0,761,4.2,,3,0,1,,1.0
950,954,0,950,0.0,6.0,1,0,0,1.0,1.0
397,955,0,138,4.6,6.0,1,0,0,1.0,1.0
796,956,0,787,5.0,6.0,1,0,0,1.0,1.0
548,957,0,424,4.1,3.0,1,0,0,3.0,13.0
944,958,0,944,0.0,6.0,1,0,0,1.0,1.0
906,959,0,904,5.0,6.0,1,0,0,1.0,1.0
